"","hospital","id","category","procedures","deaths","mort_rate","mort_rate_overall","EMR","total_procedures","overall_deaths","cat1","cat2","cat3","cat4","cat5","Overall_procedures","prop_5","prop_4","prop_45","teaching","trauma_level","helipad","ped_trauma","ped_trauma_level","nbeds","npediatricbeds","nbassinets","rural","nicu","nicu_level","top50_ped_anyspecialty","top50_ped_cardio","rank_ped_cardio","top50_ped_pulm","rank_ped_pulm","hosp_index","cluster_kmeans","cluster_pop"
"301","Rainbow Babies & Children's Hospital",1518042175,"Category 3",18,1,0.0555555555555556,0.0202702702702703,0.027,148,3,42,61,18,25,2,148,0.0135135135135135,0.168918918918919,0.182432432432432,1,1,0,1,1,244,NA,NA,0,1,4,1,0,NA,1,20,61,"3","2"
"302","Rainbow Babies & Children's Hospital",1518042175,"Category 4",25,1,0.04,0.0202702702702703,0.052,148,3,42,61,18,25,2,148,0.0135135135135135,0.168918918918919,0.182432432432432,1,1,0,1,1,244,NA,NA,0,1,4,1,0,NA,1,20,61,"3","2"
"303","Rainbow Babies & Children's Hospital",1518042175,"Category 5",2,0,0,0.0202702702702703,0.148,148,3,42,61,18,25,2,148,0.0135135135135135,0.168918918918919,0.182432432432432,1,1,0,1,1,244,NA,NA,0,1,4,1,0,NA,1,20,61,"3","2"
"304","Randall Children's Hospital at Legacy Emanuel",1831112358,"Category 1",166,0,0,0.0179282868525896,0.003,502,9,166,188,62,66,20,502,0.0398406374501992,0.131474103585657,0.171314741035857,1,1,1,1,1,165,24,45,0,1,4,1,0,NA,1,14,62,"1","2"
"305","Randall Children's Hospital at Legacy Emanuel",1831112358,"Category 2",188,1,0.00531914893617021,0.0179282868525896,0.012,502,9,166,188,62,66,20,502,0.0398406374501992,0.131474103585657,0.171314741035857,1,1,1,1,1,165,24,45,0,1,4,1,0,NA,1,14,62,"1","2"
"306","Randall Children's Hospital at Legacy Emanuel",1831112358,"Category 3",62,1,0.0161290322580645,0.0179282868525896,0.014,502,9,166,188,62,66,20,502,0.0398406374501992,0.131474103585657,0.171314741035857,1,1,1,1,1,165,24,45,0,1,4,1,0,NA,1,14,62,"1","2"
"307","Randall Children's Hospital at Legacy Emanuel",1831112358,"Category 4",66,3,0.0454545454545455,0.0179282868525896,0.04,502,9,166,188,62,66,20,502,0.0398406374501992,0.131474103585657,0.171314741035857,1,1,1,1,1,165,24,45,0,1,4,1,0,NA,1,14,62,"1","2"
"308","Randall Children's Hospital at Legacy Emanuel",1831112358,"Category 5",20,4,0.2,0.0179282868525896,0.131,502,9,166,188,62,66,20,502,0.0398406374501992,0.131474103585657,0.171314741035857,1,1,1,1,1,165,24,45,0,1,4,1,0,NA,1,14,62,"1","2"
"309","Riley Hospital for Children at Indiana University Health",1295928299,"Category 1",408,3,0.00735294117647059,0.0234208658623137,0.004,1409,33,408,439,208,301,53,1409,0.0376153300212917,0.213626685592619,0.251242015613911,1,1,1,1,1,465,NA,60,0,1,4,1,1,5,1,14,63,"2","2"
"310","Riley Hospital for Children at Indiana University Health",1295928299,"Category 2",439,6,0.0136674259681093,0.0234208658623137,0.02,1409,33,408,439,208,301,53,1409,0.0376153300212917,0.213626685592619,0.251242015613911,1,1,1,1,1,465,NA,60,0,1,4,1,1,5,1,14,63,"2","2"
"311","Riley Hospital for Children at Indiana University Health",1295928299,"Category 3",208,2,0.00961538461538462,0.0234208658623137,0.019,1409,33,408,439,208,301,53,1409,0.0376153300212917,0.213626685592619,0.251242015613911,1,1,1,1,1,465,NA,60,0,1,4,1,1,5,1,14,63,"2","2"
"312","Riley Hospital for Children at Indiana University Health",1295928299,"Category 4",301,16,0.053156146179402,0.0234208658623137,0.095,1409,33,408,439,208,301,53,1409,0.0376153300212917,0.213626685592619,0.251242015613911,1,1,1,1,1,465,NA,60,0,1,4,1,1,5,1,14,63,"2","2"
"313","Riley Hospital for Children at Indiana University Health",1295928299,"Category 5",53,6,0.113207547169811,0.0234208658623137,0.181,1409,33,408,439,208,301,53,1409,0.0376153300212917,0.213626685592619,0.251242015613911,1,1,1,1,1,465,NA,60,0,1,4,1,1,5,1,14,63,"2","2"
"314","Seattle Children's Hospital",1467536276,"Category 1",392,0,0,0.0252454417952314,0.004,1426,36,392,409,158,397,70,1426,0.0490883590462833,0.278401122019635,0.327489481065919,1,1,1,1,1,407,59,32,0,1,4,1,1,16,1,10,64,"3","2"
"315","Seattle Children's Hospital",1467536276,"Category 2",409,4,0.0097799511002445,0.0252454417952314,0.016,1426,36,392,409,158,397,70,1426,0.0490883590462833,0.278401122019635,0.327489481065919,1,1,1,1,1,407,59,32,0,1,4,1,1,16,1,10,64,"3","2"
"316","Seattle Children's Hospital",1467536276,"Category 3",158,2,0.0126582278481013,0.0252454417952314,0.021,1426,36,392,409,158,397,70,1426,0.0490883590462833,0.278401122019635,0.327489481065919,1,1,1,1,1,407,59,32,0,1,4,1,1,16,1,10,64,"3","2"
"317","Seattle Children's Hospital",1467536276,"Category 4",397,18,0.0453400503778338,0.0252454417952314,0.051,1426,36,392,409,158,397,70,1426,0.0490883590462833,0.278401122019635,0.327489481065919,1,1,1,1,1,407,59,32,0,1,4,1,1,16,1,10,64,"3","2"
"318","Seattle Children's Hospital",1467536276,"Category 5",70,12,0.171428571428571,0.0252454417952314,0.13,1426,36,392,409,158,397,70,1426,0.0490883590462833,0.278401122019635,0.327489481065919,1,1,1,1,1,407,59,32,0,1,4,1,1,16,1,10,64,"3","2"
"319","SSM Health Cardinal Glennon Children's Hospital",1255664645,"Category 1",198,0,0,0.0255754475703325,0.005,782,20,198,297,89,163,35,782,0.0447570332480818,0.20843989769821,0.253196930946292,1,1,1,1,1,195,NA,65,0,1,4,1,1,45,1,48,65,"2","2"
"320","SSM Health Cardinal Glennon Children's Hospital",1255664645,"Category 2",297,5,0.0168350168350168,0.0255754475703325,0.014,782,20,198,297,89,163,35,782,0.0447570332480818,0.20843989769821,0.253196930946292,1,1,1,1,1,195,NA,65,0,1,4,1,1,45,1,48,65,"2","2"
"321","SSM Health Cardinal Glennon Children's Hospital",1255664645,"Category 3",89,2,0.0224719101123595,0.0255754475703325,0.023,782,20,198,297,89,163,35,782,0.0447570332480818,0.20843989769821,0.253196930946292,1,1,1,1,1,195,NA,65,0,1,4,1,1,45,1,48,65,"2","2"
"322","SSM Health Cardinal Glennon Children's Hospital",1255664645,"Category 4",163,8,0.049079754601227,0.0255754475703325,0.072,782,20,198,297,89,163,35,782,0.0447570332480818,0.20843989769821,0.253196930946292,1,1,1,1,1,195,NA,65,0,1,4,1,1,45,1,48,65,"2","2"
"323","SSM Health Cardinal Glennon Children's Hospital",1255664645,"Category 5",35,5,0.142857142857143,0.0255754475703325,0.178,782,20,198,297,89,163,35,782,0.0447570332480818,0.20843989769821,0.253196930946292,1,1,1,1,1,195,NA,65,0,1,4,1,1,45,1,48,65,"2","2"
"324","St. Christopher's Hospital for Children",1114959582,"Category 1",99,0,0,0.0448430493273543,0.004,223,10,99,78,15,28,3,223,0.0134529147982063,0.125560538116592,0.139013452914798,1,1,1,1,1,189,NA,NA,0,1,4,1,0,NA,0,NA,66,"2","2"
"325","St. Christopher's Hospital for Children",1114959582,"Category 2",78,2,0.0256410256410256,0.0448430493273543,0.017,223,10,99,78,15,28,3,223,0.0134529147982063,0.125560538116592,0.139013452914798,1,1,1,1,1,189,NA,NA,0,1,4,1,0,NA,0,NA,66,"2","2"
"326","St. Christopher's Hospital for Children",1114959582,"Category 3",15,0,0,0.0448430493273543,0.024,223,10,99,78,15,28,3,223,0.0134529147982063,0.125560538116592,0.139013452914798,1,1,1,1,1,189,NA,NA,0,1,4,1,0,NA,0,NA,66,"2","2"
"327","St. Christopher's Hospital for Children",1114959582,"Category 4",28,7,0.25,0.0448430493273543,0.138,223,10,99,78,15,28,3,223,0.0134529147982063,0.125560538116592,0.139013452914798,1,1,1,1,1,189,NA,NA,0,1,4,1,0,NA,0,NA,66,"2","2"
"328","St. Christopher's Hospital for Children",1114959582,"Category 5",3,1,0.333333333333333,0.0448430493273543,0.3,223,10,99,78,15,28,3,223,0.0134529147982063,0.125560538116592,0.139013452914798,1,1,1,1,1,189,NA,NA,0,1,4,1,0,NA,0,NA,66,"2","2"
"329","St. Joseph's Children's Hospital BayCare Health System",1881632818,"Category 1",162,0,0,0.0234375,0.003,512,12,162,190,52,95,13,512,0.025390625,0.185546875,0.2109375,1,2,1,1,2,219,NA,64,0,1,4,1,1,17,1,8,67,"1","2"
"330","St. Joseph's Children's Hospital BayCare Health System",1881632818,"Category 2",190,2,0.0105263157894737,0.0234375,0.013,512,12,162,190,52,95,13,512,0.025390625,0.185546875,0.2109375,1,2,1,1,2,219,NA,64,0,1,4,1,1,17,1,8,67,"1","2"
"331","St. Joseph's Children's Hospital BayCare Health System",1881632818,"Category 3",52,2,0.0384615384615385,0.0234375,0.021,512,12,162,190,52,95,13,512,0.025390625,0.185546875,0.2109375,1,2,1,1,2,219,NA,64,0,1,4,1,1,17,1,8,67,"1","2"
"332","St. Joseph's Children's Hospital BayCare Health System",1881632818,"Category 4",95,7,0.0736842105263158,0.0234375,0.064,512,12,162,190,52,95,13,512,0.025390625,0.185546875,0.2109375,1,2,1,1,2,219,NA,64,0,1,4,1,1,17,1,8,67,"1","2"
"333","St. Joseph's Children's Hospital BayCare Health System",1881632818,"Category 5",13,1,0.0769230769230769,0.0234375,0.148,512,12,162,190,52,95,13,512,0.025390625,0.185546875,0.2109375,1,2,1,1,2,219,NA,64,0,1,4,1,1,17,1,8,67,"1","2"
"334","St. Louis Children's Hospital",1992727663,"Category 1",334,0,0,0.0273584905660377,0.003,1060,29,334,317,122,244,43,1060,0.0405660377358491,0.230188679245283,0.270754716981132,1,1,NA,1,1,402,NA,122,0,1,4,1,0,NA,1,5,68,"1","2"
"335","St. Louis Children's Hospital",1992727663,"Category 2",317,3,0.00946372239747634,0.0273584905660377,0.011,1060,29,334,317,122,244,43,1060,0.0405660377358491,0.230188679245283,0.270754716981132,1,1,NA,1,1,402,NA,122,0,1,4,1,0,NA,1,5,68,"1","2"
"336","St. Louis Children's Hospital",1992727663,"Category 3",122,3,0.0245901639344262,0.0273584905660377,0.029,1060,29,334,317,122,244,43,1060,0.0405660377358491,0.230188679245283,0.270754716981132,1,1,NA,1,1,402,NA,122,0,1,4,1,0,NA,1,5,68,"1","2"
"337","St. Louis Children's Hospital",1992727663,"Category 4",244,14,0.0573770491803279,0.0273584905660377,0.057,1060,29,334,317,122,244,43,1060,0.0405660377358491,0.230188679245283,0.270754716981132,1,1,NA,1,1,402,NA,122,0,1,4,1,0,NA,1,5,68,"1","2"
"338","St. Louis Children's Hospital",1992727663,"Category 5",43,9,0.209302325581395,0.0273584905660377,0.137,1060,29,334,317,122,244,43,1060,0.0405660377358491,0.230188679245283,0.270754716981132,1,1,NA,1,1,402,NA,122,0,1,4,1,0,NA,1,5,68,"1","2"
"339","Sutter Medical Center, Sacramento: Women's and Children's Center",1811946734,"Category 1",146,0,0,0.0269541778975741,0.003,371,10,146,120,40,56,9,371,0.0242587601078167,0.150943396226415,0.175202156334232,1,NA,1,1,NA,242,60,NA,0,1,NA,1,0,NA,0,NA,69,"1","2"
"340","Sutter Medical Center, Sacramento: Women's and Children's Center",1811946734,"Category 2",120,0,0,0.0269541778975741,0.016,371,10,146,120,40,56,9,371,0.0242587601078167,0.150943396226415,0.175202156334232,1,NA,1,1,NA,242,60,NA,0,1,NA,1,0,NA,0,NA,69,"1","2"
"341","Sutter Medical Center, Sacramento: Women's and Children's Center",1811946734,"Category 3",40,1,0.025,0.0269541778975741,0.018,371,10,146,120,40,56,9,371,0.0242587601078167,0.150943396226415,0.175202156334232,1,NA,1,1,NA,242,60,NA,0,1,NA,1,0,NA,0,NA,69,"1","2"
"342","Sutter Medical Center, Sacramento: Women's and Children's Center",1811946734,"Category 4",56,7,0.125,0.0269541778975741,0.053,371,10,146,120,40,56,9,371,0.0242587601078167,0.150943396226415,0.175202156334232,1,NA,1,1,NA,242,60,NA,0,1,NA,1,0,NA,0,NA,69,"1","2"
"343","Sutter Medical Center, Sacramento: Women's and Children's Center",1811946734,"Category 5",9,2,0.222222222222222,0.0269541778975741,0.096,371,10,146,120,40,56,9,371,0.0242587601078167,0.150943396226415,0.175202156334232,1,NA,1,1,NA,242,60,NA,0,1,NA,1,0,NA,0,NA,69,"1","2"
"344","Texas Children's Hospital",1477643690,"Category 1",783,0,0,0.0159082500924898,0.003,2703,43,783,841,261,725,93,2703,0.0344062153163152,0.268220495745468,0.302626711061783,1,1,1,1,1,973,NA,173,0,1,4,1,1,1,1,3,70,"3","2"
"345","Texas Children's Hospital",1477643690,"Category 2",841,9,0.0107015457788347,0.0159082500924898,0.015,2703,43,783,841,261,725,93,2703,0.0344062153163152,0.268220495745468,0.302626711061783,1,1,1,1,1,973,NA,173,0,1,4,1,1,1,1,3,70,"3","2"
"346","Texas Children's Hospital",1477643690,"Category 3",261,3,0.0114942528735632,0.0159082500924898,0.031,2703,43,783,841,261,725,93,2703,0.0344062153163152,0.268220495745468,0.302626711061783,1,1,1,1,1,973,NA,173,0,1,4,1,1,1,1,3,70,"3","2"
"347","Texas Children's Hospital",1477643690,"Category 4",725,21,0.0289655172413793,0.0159082500924898,0.058,2703,43,783,841,261,725,93,2703,0.0344062153163152,0.268220495745468,0.302626711061783,1,1,1,1,1,973,NA,173,0,1,4,1,1,1,1,3,70,"3","2"
"348","Texas Children's Hospital",1477643690,"Category 5",93,10,0.10752688172043,0.0159082500924898,0.128,2703,43,783,841,261,725,93,2703,0.0344062153163152,0.268220495745468,0.302626711061783,1,1,1,1,1,973,NA,173,0,1,4,1,1,1,1,3,70,"3","2"
"349","The Children's Hospital of Alabama",1205935012,"Category 1",390,1,0.00256410256410256,0.030461270670148,0.003,1149,35,390,341,119,259,40,1149,0.0348128807658834,0.225413402959095,0.260226283724978,1,1,1,1,1,332,NA,48,0,1,4,1,1,28,1,29,71,"2","2"
"350","The Children's Hospital of Alabama",1205935012,"Category 2",341,5,0.0146627565982405,0.030461270670148,0.018,1149,35,390,341,119,259,40,1149,0.0348128807658834,0.225413402959095,0.260226283724978,1,1,1,1,1,332,NA,48,0,1,4,1,1,28,1,29,71,"2","2"
"351","The Children's Hospital of Alabama",1205935012,"Category 3",119,3,0.0252100840336134,0.030461270670148,0.03,1149,35,390,341,119,259,40,1149,0.0348128807658834,0.225413402959095,0.260226283724978,1,1,1,1,1,332,NA,48,0,1,4,1,1,28,1,29,71,"2","2"
"352","The Children's Hospital of Alabama",1205935012,"Category 4",259,18,0.0694980694980695,0.030461270670148,0.072,1149,35,390,341,119,259,40,1149,0.0348128807658834,0.225413402959095,0.260226283724978,1,1,1,1,1,332,NA,48,0,1,4,1,1,28,1,29,71,"2","2"
"353","The Children's Hospital of Alabama",1205935012,"Category 5",40,8,0.2,0.030461270670148,0.177,1149,35,390,341,119,259,40,1149,0.0348128807658834,0.225413402959095,0.260226283724978,1,1,1,1,1,332,NA,48,0,1,4,1,1,28,1,29,71,"2","2"
"354","The Johns Hopkins Hospital",1780665315,"Category 1",217,0,0,0.0209545983701979,0.007,859,18,217,367,94,165,16,859,0.0186263096623981,0.192083818393481,0.210710128055879,1,1,1,1,1,196,137,45,0,1,4,1,1,29,1,20,72,"4","2"
"355","The Johns Hopkins Hospital",1780665315,"Category 2",367,3,0.00817438692098093,0.0209545983701979,0.015,859,18,217,367,94,165,16,859,0.0186263096623981,0.192083818393481,0.210710128055879,1,1,1,1,1,196,137,45,0,1,4,1,1,29,1,20,72,"4","2"
"356","The Johns Hopkins Hospital",1780665315,"Category 3",94,1,0.0106382978723404,0.0209545983701979,0.02,859,18,217,367,94,165,16,859,0.0186263096623981,0.192083818393481,0.210710128055879,1,1,1,1,1,196,137,45,0,1,4,1,1,29,1,20,72,"4","2"
"357","The Johns Hopkins Hospital",1780665315,"Category 4",165,10,0.0606060606060606,0.0209545983701979,0.058,859,18,217,367,94,165,16,859,0.0186263096623981,0.192083818393481,0.210710128055879,1,1,1,1,1,196,137,45,0,1,4,1,1,29,1,20,72,"4","2"
"358","The Johns Hopkins Hospital",1780665315,"Category 5",16,4,0.25,0.0209545983701979,0.193,859,18,217,367,94,165,16,859,0.0186263096623981,0.192083818393481,0.210710128055879,1,1,1,1,1,196,137,45,0,1,4,1,1,29,1,20,72,"4","2"
"359","UC Davis Medical Center",1710918545,"Category 1",104,0,0,0.0336391437308868,0.004,327,11,104,108,40,62,13,327,0.0397553516819572,0.18960244648318,0.229357798165138,1,1,1,1,1,129,72,49,0,1,4,1,1,36,1,29,73,"4","2"
"360","UC Davis Medical Center",1710918545,"Category 2",108,2,0.0185185185185185,0.0336391437308868,0.013,327,11,104,108,40,62,13,327,0.0397553516819572,0.18960244648318,0.229357798165138,1,1,1,1,1,129,72,49,0,1,4,1,1,36,1,29,73,"4","2"
"361","UC Davis Medical Center",1710918545,"Category 3",40,1,0.025,0.0336391437308868,0.02,327,11,104,108,40,62,13,327,0.0397553516819572,0.18960244648318,0.229357798165138,1,1,1,1,1,129,72,49,0,1,4,1,1,36,1,29,73,"4","2"
"362","UC Davis Medical Center",1710918545,"Category 4",62,5,0.0806451612903226,0.0336391437308868,0.052,327,11,104,108,40,62,13,327,0.0397553516819572,0.18960244648318,0.229357798165138,1,1,1,1,1,129,72,49,0,1,4,1,1,36,1,29,73,"4","2"
"363","UC Davis Medical Center",1710918545,"Category 5",13,3,0.230769230769231,0.0336391437308868,0.114,327,11,104,108,40,62,13,327,0.0397553516819572,0.18960244648318,0.229357798165138,1,1,1,1,1,129,72,49,0,1,4,1,1,36,1,29,73,"4","2"
"364","UCLA Mattel Children's Hospital",1609131655,"Category 1",181,1,0.00552486187845304,0.0287907869481766,0.004,521,15,181,165,34,130,11,521,0.0211132437619962,0.249520153550864,0.27063339731286,1,1,1,1,1,156,62,22,0,1,4,1,0,NA,0,NA,74,"4","3"
"365","UCLA Mattel Children's Hospital",1609131655,"Category 2",165,4,0.0242424242424242,0.0287907869481766,0.013,521,15,181,165,34,130,11,521,0.0211132437619962,0.249520153550864,0.27063339731286,1,1,1,1,1,156,62,22,0,1,4,1,0,NA,0,NA,74,"4","3"
"366","UCLA Mattel Children's Hospital",1609131655,"Category 3",34,0,0,0.0287907869481766,0.021,521,15,181,165,34,130,11,521,0.0211132437619962,0.249520153550864,0.27063339731286,1,1,1,1,1,156,62,22,0,1,4,1,0,NA,0,NA,74,"4","3"
"367","UCLA Mattel Children's Hospital",1609131655,"Category 4",130,9,0.0692307692307692,0.0287907869481766,0.054,521,15,181,165,34,130,11,521,0.0211132437619962,0.249520153550864,0.27063339731286,1,1,1,1,1,156,62,22,0,1,4,1,0,NA,0,NA,74,"4","3"
"368","UCLA Mattel Children's Hospital",1609131655,"Category 5",11,1,0.0909090909090909,0.0287907869481766,0.216,521,15,181,165,34,130,11,521,0.0211132437619962,0.249520153550864,0.27063339731286,1,1,1,1,1,156,62,22,0,1,4,1,0,NA,0,NA,74,"4","3"
"369","UCSF Benioff Children's Hospital",1689772592,"Category 1",379,0,0,0.0198183319570603,0.004,1211,24,379,420,128,240,44,1211,0.0363336085879438,0.198183319570603,0.234516928158547,1,1,1,1,1,183,NA,50,0,1,4,1,0,NA,0,NA,75,"4","2"
"370","UCSF Benioff Children's Hospital",1689772592,"Category 2",420,4,0.00952380952380952,0.0198183319570603,0.015,1211,24,379,420,128,240,44,1211,0.0363336085879438,0.198183319570603,0.234516928158547,1,1,1,1,1,183,NA,50,0,1,4,1,0,NA,0,NA,75,"4","2"
"371","UCSF Benioff Children's Hospital",1689772592,"Category 3",128,3,0.0234375,0.0198183319570603,0.021,1211,24,379,420,128,240,44,1211,0.0363336085879438,0.198183319570603,0.234516928158547,1,1,1,1,1,183,NA,50,0,1,4,1,0,NA,0,NA,75,"4","2"
"372","UCSF Benioff Children's Hospital",1689772592,"Category 4",240,10,0.0416666666666667,0.0198183319570603,0.061,1211,24,379,420,128,240,44,1211,0.0363336085879438,0.198183319570603,0.234516928158547,1,1,1,1,1,183,NA,50,0,1,4,1,0,NA,0,NA,75,"4","2"
"373","UCSF Benioff Children's Hospital",1689772592,"Category 5",44,7,0.159090909090909,0.0198183319570603,0.112,1211,24,379,420,128,240,44,1211,0.0363336085879438,0.198183319570603,0.234516928158547,1,1,1,1,1,183,NA,50,0,1,4,1,0,NA,0,NA,75,"4","2"
"374","UF Health Shands Children's Hospital",1699874248,"Category 1",227,0,0,0.00849514563106796,0.003,824,7,227,291,69,218,19,824,0.0230582524271845,0.264563106796116,0.287621359223301,1,1,1,1,NA,208,NA,52,0,1,4,1,1,12,0,NA,76,"4","1"
"375","UF Health Shands Children's Hospital",1699874248,"Category 2",291,3,0.0103092783505155,0.00849514563106796,0.011,824,7,227,291,69,218,19,824,0.0230582524271845,0.264563106796116,0.287621359223301,1,1,1,1,NA,208,NA,52,0,1,4,1,1,12,0,NA,76,"4","1"
"376","UF Health Shands Children's Hospital",1699874248,"Category 3",69,0,0,0.00849514563106796,0.021,824,7,227,291,69,218,19,824,0.0230582524271845,0.264563106796116,0.287621359223301,1,1,1,1,NA,208,NA,52,0,1,4,1,1,12,0,NA,76,"4","1"
"377","UF Health Shands Children's Hospital",1699874248,"Category 4",218,2,0.00917431192660551,0.00849514563106796,0.046,824,7,227,291,69,218,19,824,0.0230582524271845,0.264563106796116,0.287621359223301,1,1,1,1,NA,208,NA,52,0,1,4,1,1,12,0,NA,76,"4","1"
"378","UF Health Shands Children's Hospital",1699874248,"Category 5",19,2,0.105263157894737,0.00849514563106796,0.119,824,7,227,291,69,218,19,824,0.0230582524271845,0.264563106796116,0.287621359223301,1,1,1,1,NA,208,NA,52,0,1,4,1,1,12,0,NA,76,"4","1"
"379","University Hospital",1821011248,"Category 1",137,0,0,0.0285714285714286,0.004,490,14,137,162,75,94,22,490,0.0448979591836735,0.191836734693878,0.236734693877551,1,1,1,1,1,244,244,NA,0,1,4,1,0,NA,1,14,77,"1","2"
"380","University Hospital",1821011248,"Category 2",162,2,0.0123456790123457,0.0285714285714286,0.013,490,14,137,162,75,94,22,490,0.0448979591836735,0.191836734693878,0.236734693877551,1,1,1,1,1,244,244,NA,0,1,4,1,0,NA,1,14,77,"1","2"
"381","University Hospital",1821011248,"Category 3",75,2,0.0266666666666667,0.0285714285714286,0.017,490,14,137,162,75,94,22,490,0.0448979591836735,0.191836734693878,0.236734693877551,1,1,1,1,1,244,244,NA,0,1,4,1,0,NA,1,14,77,"1","2"
"382","University Hospital",1821011248,"Category 4",94,5,0.0531914893617021,0.0285714285714286,0.068,490,14,137,162,75,94,22,490,0.0448979591836735,0.191836734693878,0.236734693877551,1,1,1,1,1,244,244,NA,0,1,4,1,0,NA,1,14,77,"1","2"
"383","University Hospital",1821011248,"Category 5",22,5,0.227272727272727,0.0285714285714286,0.174,490,14,137,162,75,94,22,490,0.0448979591836735,0.191836734693878,0.236734693877551,1,1,1,1,1,244,244,NA,0,1,4,1,0,NA,1,14,77,"1","2"
"384","University of Kentucky Healthcare",1518911338,"Category 1",17,0,0,0,0.003,27,0,17,5,3,2,0,27,0,0.0740740740740741,0.0740740740740741,1,1,NA,1,1,149,28,90,0,1,4,1,1,14,0,NA,78,"3","1"
"385","University of Kentucky Healthcare",1518911338,"Category 2",5,0,0,0,0.006,27,0,17,5,3,2,0,27,0,0.0740740740740741,0.0740740740740741,1,1,NA,1,1,149,28,90,0,1,4,1,1,14,0,NA,78,"3","1"
"386","University of Kentucky Healthcare",1518911338,"Category 3",3,0,0,0,0.017,27,0,17,5,3,2,0,27,0,0.0740740740740741,0.0740740740740741,1,1,NA,1,1,149,28,90,0,1,4,1,1,14,0,NA,78,"3","1"
"387","University of Kentucky Healthcare",1518911338,"Category 4",2,0,0,0,0.033,27,0,17,5,3,2,0,27,0,0.0740740740740741,0.0740740740740741,1,1,NA,1,1,149,28,90,0,1,4,1,1,14,0,NA,78,"3","1"
"387","University of Kentucky Healthcare",1518911338,"Category 5",0,0,0,0,0.033,27,0,17,5,3,2,0,27,0,0.0740740740740741,0.0740740740740741,1,1,NA,1,1,149,28,90,0,1,4,1,1,14,0,NA,78,"3","1"
"388","University of Maryland Children's Hospital",1174660120,"Category 1",159,0,0,0.0121457489878543,0.004,494,6,159,190,38,93,14,494,0.0283400809716599,0.188259109311741,0.216599190283401,1,1,1,1,1,123,19,52,0,1,4,1,1,1,0,NA,79,"2","2"
"389","University of Maryland Children's Hospital",1174660120,"Category 2",190,1,0.00526315789473684,0.0121457489878543,0.016,494,6,159,190,38,93,14,494,0.0283400809716599,0.188259109311741,0.216599190283401,1,1,1,1,1,123,19,52,0,1,4,1,1,1,0,NA,79,"2","2"
"390","University of Maryland Children's Hospital",1174660120,"Category 3",38,0,0,0.0121457489878543,0.02,494,6,159,190,38,93,14,494,0.0283400809716599,0.188259109311741,0.216599190283401,1,1,1,1,1,123,19,52,0,1,4,1,1,1,0,NA,79,"2","2"
"391","University of Maryland Children's Hospital",1174660120,"Category 4",93,2,0.021505376344086,0.0121457489878543,0.046,494,6,159,190,38,93,14,494,0.0283400809716599,0.188259109311741,0.216599190283401,1,1,1,1,1,123,19,52,0,1,4,1,1,1,0,NA,79,"2","2"
"392","University of Maryland Children's Hospital",1174660120,"Category 5",14,3,0.214285714285714,0.0121457489878543,0.132,494,6,159,190,38,93,14,494,0.0283400809716599,0.188259109311741,0.216599190283401,1,1,1,1,1,123,19,52,0,1,4,1,1,1,0,NA,79,"2","2"
"393","University of Minnesota Masonic Children's Hospital",1013994359,"Category 1",143,1,0.00699300699300699,0.0372670807453416,0.006,483,18,143,179,55,97,9,483,0.0186335403726708,0.200828157349896,0.219461697722567,1,3,NA,1,3,212,NA,NA,0,1,4,1,0,NA,0,NA,80,"2","2"
"394","University of Minnesota Masonic Children's Hospital",1013994359,"Category 2",179,5,0.0279329608938547,0.0372670807453416,0.013,483,18,143,179,55,97,9,483,0.0186335403726708,0.200828157349896,0.219461697722567,1,3,NA,1,3,212,NA,NA,0,1,4,1,0,NA,0,NA,80,"2","2"
"395","University of Minnesota Masonic Children's Hospital",1013994359,"Category 3",55,3,0.0545454545454545,0.0372670807453416,0.017,483,18,143,179,55,97,9,483,0.0186335403726708,0.200828157349896,0.219461697722567,1,3,NA,1,3,212,NA,NA,0,1,4,1,0,NA,0,NA,80,"2","2"
"396","University of Minnesota Masonic Children's Hospital",1013994359,"Category 4",97,9,0.0927835051546392,0.0372670807453416,0.053,483,18,143,179,55,97,9,483,0.0186335403726708,0.200828157349896,0.219461697722567,1,3,NA,1,3,212,NA,NA,0,1,4,1,0,NA,0,NA,80,"2","2"
"397","University of Minnesota Masonic Children's Hospital",1013994359,"Category 5",9,0,0,0.0372670807453416,0.11,483,18,143,179,55,97,9,483,0.0186335403726708,0.200828157349896,0.219461697722567,1,3,NA,1,3,212,NA,NA,0,1,4,1,0,NA,0,NA,80,"2","2"
"398","University of Virginia Children's Hospital",1780630608,"Category 1",206,1,0.00485436893203883,0.0364864864864865,0.005,740,27,206,232,88,163,51,740,0.0689189189189189,0.22027027027027,0.289189189189189,1,1,1,1,1,105,54,51,0,1,4,1,1,37,0,NA,81,"4","1"
"399","University of Virginia Children's Hospital",1780630608,"Category 2",232,6,0.0258620689655172,0.0364864864864865,0.024,740,27,206,232,88,163,51,740,0.0689189189189189,0.22027027027027,0.289189189189189,1,1,1,1,1,105,54,51,0,1,4,1,1,37,0,NA,81,"4","1"
"400","University of Virginia Children's Hospital",1780630608,"Category 3",88,4,0.0454545454545455,0.0364864864864865,0.035,740,27,206,232,88,163,51,740,0.0689189189189189,0.22027027027027,0.289189189189189,1,1,1,1,1,105,54,51,0,1,4,1,1,37,0,NA,81,"4","1"
